CRIM;ZN;INDUS;CHAS;NOX;RM;AGE;DIS;RAD;TAX;PT;B;LSTAT;MV
3.774980068;0;18.10000038;0;0.654999971;5.952000141;84.69999695;2.871500015;24;666;20.20000076;22.01000023;17.14999962;19
4.422279835;0;18.10000038;0;0.583999991;6.002999783;94.5;2.540299892;24;666;20.20000076;331.2900085;21.31999969;19.10000038
15.57569981;0;18.10000038;0;0.579999983;5.926000118;71;2.908400059;24;666;20.20000076;368.7399902;18.12999916;19.10000038
13.07509995;0;18.10000038;0;0.579999983;5.712999821;56.70000076;2.823699951;24;666;20.20000076;396.8999939;14.76000023;20.10000038
4.348790169;0;18.10000038;0;0.579999983;6.166999817;84;3.033400059;24;666;20.20000076;396.8999939;16.29000092;19.89999962
4.038410187;0;18.10000038;0;0.532000005;6.229000092;90.69999695;3.099299908;24;666;20.20000076;395.3299866;12.86999989;19.60000038
3.568680048;0;18.10000038;0;0.579999983;6.436999798;75;2.896500111;24;666;20.20000076;393.3699951;14.35999966;23.20000076
4.646890163;0;18.10000038;0;0.614000022;6.980000019;67.59999847;2.532900095;24;666;20.20000076;374.6799927;11.65999985;29.79999924
8.055789948;0;18.10000038;0;0.583999991;5.427000046;95.40000153;2.429800034;24;666;20.20000076;352.5799866;18.13999939;13.80000019
6.393119812;0;18.10000038;0;0.583999991;6.162000179;97.40000153;2.20600009;24;666;20.20000076;302.7600098;24.10000038;13.30000019
4.871409893;0;18.10000038;0;0.614000022;6.484000206;93.59999847;2.305299997;24;666;20.20000076;396.2099915;18.68000031;16.70000076
15.02340031;0;18.10000038;0;0.614000022;5.303999901;97.30000305;2.100699902;24;666;20.20000076;349.480011;24.90999985;12
10.2329998;0;18.10000038;0;0.614000022;6.184999943;96.69999695;2.17050004;24;666;20.20000076;379.7000122;18.03000069;14.60000038
14.33370018;0;18.10000038;0;0.614000022;6.229000092;88;1.951200008;24;666;20.20000076;383.3200073;13.10999966;21.39999962
5.824009895;0;18.10000038;0;0.532000005;6.242000103;64.69999695;3.424200058;24;666;20.20000076;396.8999939;10.73999977;23
5.708179951;0;18.10000038;0;0.532000005;6.75;74.90000153;3.331700087;24;666;20.20000076;393.0700073;7.739999771;23.70000076
5.731160164;0;18.10000038;0;0.532000005;7.06099987;77;3.410599947;24;666;20.20000076;395.2799988;7.010000229;25
2.818380117;0;18.10000038;0;0.532000005;5.762000084;40.29999924;4.09829998;24;666;20.20000076;392.9200134;10.42000008;21.79999924
2.37857008;0;18.10000038;0;0.583000004;5.870999813;41.90000153;3.723999977;24;666;20.20000076;370.730011;13.34000015;20.60000038
3.673670053;0;18.10000038;0;0.583000004;6.311999798;51.90000153;3.991699934;24;666;20.20000076;388.6199951;10.57999992;21.20000076
5.69175005;0;18.10000038;0;0.583000004;6.113999844;79.80000305;3.545900106;24;666;20.20000076;392.6799927;14.97999954;19.10000038
4.835669994;0;18.10000038;0;0.583000004;5.90500021;53.20000076;3.152299881;24;666;20.20000076;388.2200012;11.44999981;20.60000038
0.150859997;0;27.73999977;0;0.609000027;5.453999996;92.69999695;1.820899963;4;711;20.10000038;395.0899963;18.05999947;15.19999981
0.183369994;0;27.73999977;0;0.609000027;5.414000034;98.30000305;1.755399942;4;711;20.10000038;344.0499878;23.96999931;7
0.207460001;0;27.73999977;0;0.609000027;5.092999935;98;1.822600007;4;711;20.10000038;318.4299927;29.68000031;8.100000381
0.105740003;0;27.73999977;0;0.609000027;5.982999802;98.80000305;1.868100047;4;711;20.10000038;390.1099854;18.06999969;13.60000038
0.111319996;0;27.73999977;0;0.609000027;5.982999802;83.5;2.109899998;4;711;20.10000038;396.8999939;13.35000038;20.10000038
0.173309997;0;9.68999958;0;0.584999979;5.706999779;54;2.381700039;6;391;19.20000076;396.8999939;12.01000023;21.79999924
0.279570013;0;9.68999958;0;0.584999979;5.926000118;42.59999847;2.381700039;6;391;19.20000076;396.8999939;13.59000015;24.5
0.178990006;0;9.68999958;0;0.584999979;5.670000076;28.79999924;2.798599958;6;391;19.20000076;393.2900085;17.60000038;23.10000038
0.289600015;0;9.68999958;0;0.584999979;5.389999866;72.90000153;2.798599958;6;391;19.20000076;396.8999939;21.13999939;19.70000076
0.268379986;0;9.68999958;0;0.584999979;5.794000149;70.59999847;2.892699957;6;391;19.20000076;396.8999939;14.10000038;18.29999924
0.239120007;0;9.68999958;0;0.584999979;6.019000053;65.30000305;2.409100056;6;391;19.20000076;396.8999939;12.92000008;21.20000076
0.177829996;0;9.68999958;0;0.584999979;5.568999767;73.5;2.39989996;6;391;19.20000076;395.769989;15.10000038;17.5
0.224380001;0;9.68999958;0;0.584999979;6.02699995;79.69999695;2.49819994;6;391;19.20000076;396.8999939;14.32999992;16.79999924
0.062629998;0;11.93000031;0;0.573000014;6.592999935;69.09999847;2.478600025;1;273;21;391.9899902;9.670000076;22.39999962
0.04527;0;11.93000031;0;0.573000014;6.119999886;76.69999695;2.287499905;1;273;21;396.8999939;9.079999924;20.60000038
0.060759999;0;11.93000031;0;0.573000014;6.975999832;91;2.167500019;1;273;21;396.8999939;5.639999866;23.89999962
0.109590001;0;11.93000031;0;0.573000014;6.794000149;89.30000305;2.388900042;1;273;21;393.4500122;6.480000019;22
0.04741;0;11.93000031;0;0.573000014;6.03000021;80.80000305;2.505000114;1;273;21;396.8999939;7.880000114;11.89999962
